timestamp,host,source,severity,event_type,user,ip_address,message,is_injected_anomaly
2025-01-01 07:40:56,web-1,system,info,file_access,deploy,192.168.89.197,File accessed by deploy on web-1,0
2025-01-01 07:53:37,cache-1,ssh,info,login_success,admin,192.168.224.146,Accepted password for admin from 192.168.224.146,0
2025-01-01 08:00:14,db-2,system,info,file_access,alice,192.168.95.235,File accessed by alice on db-2,0
2025-01-01 08:01:52,cache-1,system,info,service_restart,deploy,192.168.187.89,Service restarted on cache-1 by deploy,0
2025-01-01 08:05:31,worker-1,app,info,service_restart,bob,192.168.246.63,Service restarted on worker-1 by bob,0
2025-01-01 08:06:01,worker-1,app,info,connection_established,deploy,192.168.85.174,Connection established from 192.168.85.174 to worker-1,0
2025-01-01 08:06:50,db-1,system,info,login_success,alice,192.168.132.85,Accepted password for alice from 192.168.132.85,0
2025-01-01 08:08:16,db-1,app,info,file_access,deploy,192.168.24.116,File accessed by deploy on db-1,0
2025-01-01 08:08:32,db-2,firewall,info,connection_established,service,192.168.13.199,Connection established from 192.168.13.199 to db-2,0
2025-01-01 08:10:28,worker-1,app,info,file_access,alice,192.168.205.110,File accessed by alice on worker-1,0
2025-01-01 08:11:19,worker-2,firewall,info,connection_established,deploy,192.168.156.222,Connection established from 192.168.156.222 to worker-2,0
2025-01-01 08:12:02,worker-2,app,info,connection_established,service,192.168.247.43,Connection established from 192.168.247.43 to worker-2,0
2025-01-01 08:19:57,web-1,system,info,file_access,service,192.168.157.88,File accessed by service on web-1,0
2025-01-01 08:22:00,cache-1,system,info,config_change,john,192.168.73.66,Config modified by john on cache-1,0
2025-01-01 08:25:43,web-1,firewall,info,connection_established,alice,192.168.202.83,Connection established from 192.168.202.83 to web-1,0
2025-01-01 08:32:50,api-1,firewall,info,connection_established,alice,192.168.18.159,Connection established from 192.168.18.159 to api-1,0
2025-01-01 08:36:45,db-2,system,info,config_change,bob,192.168.240.174,Config modified by bob on db-2,0
2025-01-01 08:37:28,db-1,app,info,login_success,service,192.168.100.3,Accepted password for service from 192.168.100.3,0
2025-01-01 08:42:38,cache-1,app,info,config_change,alice,192.168.241.78,Config modified by alice on cache-1,0
2025-01-01 08:43:22,db-2,app,info,file_access,root,192.168.61.3,File accessed by root on db-2,0
2025-01-01 08:43:37,web-1,firewall,info,connection_established,john,192.168.48.108,Connection established from 192.168.48.108 to web-1,0
2025-01-01 08:44:20,worker-1,system,info,connection_established,deploy,192.168.43.68,Connection established from 192.168.43.68 to worker-1,0
2025-01-01 08:45:40,web-1,firewall,info,connection_established,admin,192.168.4.66,Connection established from 192.168.4.66 to web-1,0
2025-01-01 08:46:10,db-2,system,info,config_change,alice,192.168.59.142,Config modified by alice on db-2,0
2025-01-01 08:50:57,web-1,system,info,connection_established,alice,192.168.154.82,Connection established from 192.168.154.82 to web-1,0
2025-01-01 08:55:51,web-1,firewall,info,connection_established,john,192.168.212.216,Connection established from 192.168.212.216 to web-1,0
2025-01-01 09:06:46,api-1,ssh,info,login_success,deploy,192.168.100.130,Accepted password for deploy from 192.168.100.130,0
2025-01-01 09:06:49,web-1,system,info,connection_established,john,192.168.90.191,Connection established from 192.168.90.191 to web-1,0
2025-01-01 09:11:04,worker-2,app,info,service_restart,root,192.168.38.74,Service restarted on worker-2 by root,0
2025-01-01 09:13:53,worker-1,ssh,info,login_success,postgres,192.168.52.76,Accepted password for postgres from 192.168.52.76,0
2025-01-01 09:21:40,cache-1,system,info,login_success,alice,192.168.137.47,Accepted password for alice from 192.168.137.47,0
2025-01-01 09:22:41,web-2,app,info,connection_established,john,192.168.8.201,Connection established from 192.168.8.201 to web-2,0
2025-01-01 09:25:40,api-1,app,info,file_access,alice,192.168.15.221,File accessed by alice on api-1,0
2025-01-01 09:31:29,db-2,app,info,file_access,alice,192.168.23.204,File accessed by alice on db-2,0
2025-01-01 09:31:34,db-2,app,info,connection_established,alice,192.168.174.240,Connection established from 192.168.174.240 to db-2,0
2025-01-01 09:33:44,db-1,ssh,info,login_success,john,192.168.224.153,Accepted password for john from 192.168.224.153,0
2025-01-01 09:34:58,db-1,system,info,login_success,alice,192.168.11.83,Accepted password for alice from 192.168.11.83,0
2025-01-01 09:39:05,db-1,app,info,service_restart,admin,192.168.244.209,Service restarted on db-1 by admin,0
2025-01-01 09:43:04,db-1,firewall,info,connection_established,service,192.168.55.83,Connection established from 192.168.55.83 to db-1,0
2025-01-01 09:47:42,web-2,app,info,connection_established,john,192.168.96.163,Connection established from 192.168.96.163 to web-2,0
2025-01-01 09:48:07,worker-1,app,info,service_restart,bob,192.168.48.218,Service restarted on worker-1 by bob,0
2025-01-01 09:50:01,cache-1,system,info,login_success,alice,192.168.173.86,Accepted password for alice from 192.168.173.86,0
2025-01-01 09:50:06,worker-1,firewall,info,connection_established,service,192.168.145.41,Connection established from 192.168.145.41 to worker-1,0
2025-01-01 09:51:04,web-1,firewall,info,connection_established,service,192.168.137.79,Connection established from 192.168.137.79 to web-1,0
2025-01-01 09:54:38,api-1,app,info,connection_established,alice,192.168.152.254,Connection established from 192.168.152.254 to api-1,0
2025-01-01 09:55:06,worker-1,app,info,connection_established,postgres,192.168.122.132,Connection established from 192.168.122.132 to worker-1,0
2025-01-01 09:58:50,web-1,app,info,config_change,alice,192.168.46.84,Config modified by alice on web-1,0
2025-01-01 10:00:03,db-2,system,info,connection_established,bob,192.168.40.245,Connection established from 192.168.40.245 to db-2,0
2025-01-01 10:03:58,db-2,app,info,service_restart,admin,192.168.215.130,Service restarted on db-2 by admin,0
2025-01-01 10:04:00,web-1,system,info,connection_established,john,192.168.183.148,Connection established from 192.168.183.148 to web-1,0
2025-01-01 10:13:17,cache-1,system,info,file_access,admin,192.168.254.155,File accessed by admin on cache-1,0
2025-01-01 10:21:47,web-1,system,info,connection_established,bob,192.168.218.63,Connection established from 192.168.218.63 to web-1,0
2025-01-01 10:23:53,web-1,app,info,file_access,service,192.168.65.37,File accessed by service on web-1,0
2025-01-01 10:25:02,cache-1,app,info,service_restart,bob,192.168.85.181,Service restarted on cache-1 by bob,0
2025-01-01 10:31:57,cache-1,firewall,info,connection_established,john,192.168.81.164,Connection established from 192.168.81.164 to cache-1,0
2025-01-01 10:34:08,web-2,app,info,login_success,alice,192.168.44.38,Accepted password for alice from 192.168.44.38,0
2025-01-01 10:34:45,db-2,app,info,connection_established,alice,192.168.188.59,Connection established from 192.168.188.59 to db-2,0
2025-01-01 10:39:48,cache-1,firewall,info,connection_established,deploy,192.168.150.216,Connection established from 192.168.150.216 to cache-1,0
2025-01-01 10:46:19,db-2,system,info,file_access,bob,192.168.96.50,File accessed by bob on db-2,0
2025-01-01 10:47:56,cache-1,system,info,connection_established,postgres,192.168.245.123,Connection established from 192.168.245.123 to cache-1,0
2025-01-01 10:49:26,web-2,firewall,info,connection_established,root,192.168.121.60,Connection established from 192.168.121.60 to web-2,0
2025-01-01 10:52:46,api-1,system,info,connection_established,root,192.168.36.70,Connection established from 192.168.36.70 to api-1,0
2025-01-01 10:59:19,api-1,app,info,config_change,admin,192.168.32.244,Config modified by admin on api-1,0
2025-01-01 11:04:13,web-1,ssh,info,login_success,deploy,192.168.204.168,Accepted password for deploy from 192.168.204.168,0
2025-01-01 11:05:56,web-2,app,info,connection_established,root,192.168.255.82,Connection established from 192.168.255.82 to web-2,0
2025-01-01 11:07:43,web-2,system,info,connection_established,john,192.168.99.75,Connection established from 192.168.99.75 to web-2,0
2025-01-01 11:19:59,worker-1,app,info,config_change,bob,192.168.216.51,Config modified by bob on worker-1,0
2025-01-01 11:24:12,db-2,system,info,file_access,deploy,192.168.76.140,File accessed by deploy on db-2,0
2025-01-01 11:28:51,worker-1,app,info,connection_established,admin,192.168.109.5,Connection established from 192.168.109.5 to worker-1,0
2025-01-01 11:32:35,db-1,system,info,connection_established,deploy,192.168.93.233,Connection established from 192.168.93.233 to db-1,0
2025-01-01 11:36:16,web-2,firewall,info,connection_established,service,192.168.103.141,Connection established from 192.168.103.141 to web-2,0
2025-01-01 11:38:31,db-1,system,info,file_access,service,192.168.105.154,File accessed by service on db-1,0
2025-01-01 11:42:39,db-1,system,info,connection_established,service,192.168.133.14,Connection established from 192.168.133.14 to db-1,0
2025-01-01 11:44:24,web-2,firewall,info,connection_established,alice,192.168.191.29,Connection established from 192.168.191.29 to web-2,0
2025-01-01 11:47:05,web-1,app,info,connection_established,alice,192.168.16.180,Connection established from 192.168.16.180 to web-1,0
2025-01-01 11:53:46,cache-1,app,info,file_access,alice,192.168.66.56,File accessed by alice on cache-1,0
2025-01-01 11:54:21,api-1,app,info,connection_established,postgres,192.168.33.204,Connection established from 192.168.33.204 to api-1,0
2025-01-01 11:54:24,db-2,system,info,file_access,john,192.168.143.62,File accessed by john on db-2,0
2025-01-01 12:07:11,worker-1,app,info,file_access,john,192.168.80.79,File accessed by john on worker-1,0
2025-01-01 12:08:28,worker-1,system,info,login_success,root,192.168.111.159,Accepted password for root from 192.168.111.159,0
2025-01-01 12:08:39,worker-2,system,info,service_restart,service,192.168.223.70,Service restarted on worker-2 by service,0
2025-01-01 12:09:06,worker-1,app,info,service_restart,john,192.168.58.150,Service restarted on worker-1 by john,0
2025-01-01 12:11:20,cache-1,firewall,info,connection_established,alice,192.168.144.246,Connection established from 192.168.144.246 to cache-1,0
2025-01-01 12:15:45,worker-2,system,info,service_restart,alice,192.168.214.33,Service restarted on worker-2 by alice,0
2025-01-01 12:19:20,web-1,app,info,login_success,postgres,192.168.2.53,Accepted password for postgres from 192.168.2.53,0
2025-01-01 12:31:11,db-2,app,info,connection_established,john,192.168.30.63,Connection established from 192.168.30.63 to db-2,0
2025-01-01 12:35:50,worker-1,system,info,file_access,alice,192.168.59.230,File accessed by alice on worker-1,0
2025-01-01 12:35:55,web-2,system,info,service_restart,alice,192.168.242.103,Service restarted on web-2 by alice,0
2025-01-01 12:38:15,cache-1,firewall,info,connection_established,john,192.168.43.25,Connection established from 192.168.43.25 to cache-1,0
2025-01-01 12:38:49,api-1,firewall,info,connection_established,alice,192.168.217.228,Connection established from 192.168.217.228 to api-1,0
2025-01-01 12:40:25,api-1,app,info,file_access,alice,192.168.81.128,File accessed by alice on api-1,0
2025-01-01 12:42:49,worker-2,app,info,connection_established,admin,192.168.220.149,Connection established from 192.168.220.149 to worker-2,0
2025-01-01 12:44:49,db-1,system,info,connection_established,john,192.168.248.155,Connection established from 192.168.248.155 to db-1,0
2025-01-01 12:48:19,api-1,ssh,info,login_success,alice,192.168.31.181,Accepted password for alice from 192.168.31.181,0
2025-01-01 12:48:44,db-2,app,info,file_access,john,192.168.229.209,File accessed by john on db-2,0
2025-01-01 12:51:33,api-1,system,info,service_restart,,192.168.32.157,Service restarted on api-1 by unknown,0
2025-01-01 12:55:35,worker-2,firewall,info,connection_established,deploy,192.168.89.138,Connection established from 192.168.89.138 to worker-2,0
2025-01-01 12:58:38,db-1,system,info,connection_established,john,192.168.143.212,Connection established from 192.168.143.212 to db-1,0
2025-01-01 12:58:51,db-1,app,info,file_access,bob,192.168.65.22,File accessed by bob on db-1,0
2025-01-01 13:02:21,web-1,app,info,file_access,alice,192.168.115.225,File accessed by alice on web-1,0
2025-01-01 13:04:25,db-2,app,info,file_access,admin,192.168.10.242,File accessed by admin on db-2,0
2025-01-01 13:06:50,web-2,app,info,connection_established,postgres,192.168.158.106,Connection established from 192.168.158.106 to web-2,0
2025-01-01 13:11:41,worker-2,system,info,connection_established,postgres,192.168.178.133,Connection established from 192.168.178.133 to worker-2,0
2025-01-01 13:12:39,db-1,app,info,connection_established,bob,192.168.41.33,Connection established from 192.168.41.33 to db-1,0
2025-01-01 13:12:42,web-2,system,info,connection_established,postgres,192.168.57.153,Connection established from 192.168.57.153 to web-2,0
2025-01-01 13:14:28,web-1,firewall,info,connection_established,deploy,192.168.121.92,Connection established from 192.168.121.92 to web-1,0
2025-01-01 13:16:21,worker-1,system,info,service_restart,admin,192.168.249.218,Service restarted on worker-1 by admin,0
2025-01-01 13:17:19,worker-1,system,info,service_restart,bob,192.168.144.40,Service restarted on worker-1 by bob,0
2025-01-01 13:19:31,api-1,system,info,service_restart,postgres,192.168.61.161,Service restarted on api-1 by postgres,0
2025-01-01 13:22:15,worker-1,system,info,service_restart,postgres,192.168.248.91,Service restarted on worker-1 by postgres,0
2025-01-01 13:27:27,web-2,firewall,info,connection_established,bob,192.168.29.201,Connection established from 192.168.29.201 to web-2,0
2025-01-01 13:28:54,api-1,app,info,connection_established,john,192.168.255.76,Connection established from 192.168.255.76 to api-1,0
2025-01-01 13:29:08,cache-1,app,info,connection_established,root,192.168.60.107,Connection established from 192.168.60.107 to cache-1,0
2025-01-01 13:32:28,web-1,firewall,info,connection_established,service,192.168.193.207,Connection established from 192.168.193.207 to web-1,0
2025-01-01 13:32:36,web-1,system,info,service_restart,bob,192.168.230.101,Service restarted on web-1 by bob,0
2025-01-01 13:35:39,worker-2,system,info,file_access,,192.168.224.68,File accessed by unknown on worker-2,0
2025-01-01 13:38:36,worker-1,firewall,info,connection_established,alice,192.168.61.19,Connection established from 192.168.61.19 to worker-1,0
2025-01-01 13:39:46,db-1,app,info,file_access,alice,192.168.225.179,File accessed by alice on db-1,0
2025-01-01 13:42:11,db-1,system,info,login_success,,192.168.196.162,Accepted password for unknown from 192.168.196.162,0
2025-01-01 13:42:40,worker-1,system,info,file_access,alice,192.168.83.47,File accessed by alice on worker-1,0
2025-01-01 13:42:58,db-1,system,info,connection_established,alice,192.168.157.67,Connection established from 192.168.157.67 to db-1,0
2025-01-01 13:45:12,db-2,firewall,info,connection_established,postgres,192.168.132.25,Connection established from 192.168.132.25 to db-2,0
2025-01-01 13:45:48,web-1,ssh,info,login_success,admin,192.168.107.242,Accepted password for admin from 192.168.107.242,0
2025-01-01 13:47:03,web-1,system,info,config_change,service,192.168.242.147,Config modified by service on web-1,0
2025-01-01 13:48:16,web-1,system,info,login_success,service,192.168.167.250,Accepted password for service from 192.168.167.250,0
2025-01-01 13:49:06,api-1,app,info,file_access,bob,192.168.17.111,File accessed by bob on api-1,0
2025-01-01 13:50:48,api-1,app,info,login_success,service,192.168.4.128,Accepted password for service from 192.168.4.128,0
2025-01-01 13:53:41,web-1,system,info,connection_established,bob,192.168.221.121,Connection established from 192.168.221.121 to web-1,0
2025-01-01 13:56:12,cache-1,firewall,info,connection_established,root,192.168.129.223,Connection established from 192.168.129.223 to cache-1,0
2025-01-01 13:58:08,cache-1,app,info,service_restart,bob,192.168.200.133,Service restarted on cache-1 by bob,0
2025-01-01 13:58:45,db-2,system,info,file_access,admin,192.168.47.91,File accessed by admin on db-2,0
2025-01-01 14:07:10,worker-2,app,info,service_restart,bob,192.168.132.103,Service restarted on worker-2 by bob,0
2025-01-01 14:08:56,cache-1,firewall,info,connection_established,service,192.168.59.28,Connection established from 192.168.59.28 to cache-1,0
2025-01-01 14:10:46,cache-1,system,info,connection_established,john,192.168.254.115,Connection established from 192.168.254.115 to cache-1,0
2025-01-01 14:11:29,db-2,system,info,service_restart,postgres,192.168.47.120,Service restarted on db-2 by postgres,0
2025-01-01 14:11:53,worker-1,system,info,connection_established,bob,192.168.53.119,Connection established from 192.168.53.119 to worker-1,0
2025-01-01 14:18:48,web-2,system,info,connection_established,john,192.168.9.83,Connection established from 192.168.9.83 to web-2,0
2025-01-01 14:21:04,api-1,firewall,info,connection_established,alice,192.168.191.175,Connection established from 192.168.191.175 to api-1,0
2025-01-01 14:22:49,worker-2,app,info,config_change,service,192.168.251.153,Config modified by service on worker-2,0
2025-01-01 14:27:04,cache-1,system,info,connection_established,deploy,192.168.254.229,Connection established from 192.168.254.229 to cache-1,0
2025-01-01 14:29:17,worker-1,system,info,service_restart,deploy,192.168.234.76,Service restarted on worker-1 by deploy,0
2025-01-01 14:30:58,cache-1,firewall,info,connection_established,service,192.168.180.28,Connection established from 192.168.180.28 to cache-1,0
2025-01-01 14:32:27,worker-2,app,info,connection_established,postgres,192.168.78.134,Connection established from 192.168.78.134 to worker-2,0
2025-01-01 14:33:23,api-1,system,info,file_access,deploy,192.168.119.33,File accessed by deploy on api-1,0
2025-01-01 14:34:12,api-1,firewall,info,connection_established,alice,192.168.167.25,Connection established from 192.168.167.25 to api-1,0
2025-01-01 14:34:46,worker-1,system,info,file_access,bob,192.168.125.33,File accessed by bob on worker-1,0
2025-01-01 14:35:40,web-1,system,info,login_success,admin,192.168.89.241,Accepted password for admin from 192.168.89.241,0
2025-01-01 14:38:43,web-2,system,info,connection_established,alice,192.168.225.82,Connection established from 192.168.225.82 to web-2,0
2025-01-01 14:38:51,cache-1,app,info,connection_established,alice,192.168.100.16,Connection established from 192.168.100.16 to cache-1,0
2025-01-01 14:41:20,cache-1,system,info,file_access,postgres,192.168.176.219,File accessed by postgres on cache-1,0
2025-01-01 14:41:51,db-1,system,info,file_access,admin,192.168.191.35,File accessed by admin on db-1,0
2025-01-01 14:44:40,web-1,system,info,file_access,bob,192.168.74.68,File accessed by bob on web-1,0
2025-01-01 14:46:04,web-1,system,info,connection_established,alice,192.168.141.252,Connection established from 192.168.141.252 to web-1,0
2025-01-01 14:49:14,api-1,app,info,connection_established,alice,192.168.27.160,Connection established from 192.168.27.160 to api-1,0
2025-01-01 14:50:29,worker-2,app,info,service_restart,root,192.168.253.227,Service restarted on worker-2 by root,0
2025-01-01 14:50:51,db-1,app,info,file_access,deploy,192.168.138.197,File accessed by deploy on db-1,0
2025-01-01 14:52:35,db-2,app,info,connection_established,john,192.168.144.26,Connection established from 192.168.144.26 to db-2,0
2025-01-01 14:57:00,web-2,system,info,file_access,,192.168.241.65,File accessed by unknown on web-2,0
2025-01-01 15:01:12,db-2,system,info,service_restart,bob,192.168.249.46,Service restarted on db-2 by bob,0
2025-01-01 15:04:21,worker-1,ssh,info,login_success,deploy,192.168.75.249,Accepted password for deploy from 192.168.75.249,0
2025-01-01 15:05:08,worker-2,system,info,login_success,john,192.168.194.149,Accepted password for john from 192.168.194.149,0
2025-01-01 15:06:33,worker-1,app,info,file_access,john,192.168.200.255,File accessed by john on worker-1,0
2025-01-01 15:07:35,api-1,app,info,connection_established,john,192.168.133.229,Connection established from 192.168.133.229 to api-1,0
2025-01-01 15:10:41,cache-1,ssh,info,login_success,admin,192.168.110.103,Accepted password for admin from 192.168.110.103,0
2025-01-01 15:14:20,worker-1,system,info,service_restart,service,192.168.39.237,Service restarted on worker-1 by service,0
2025-01-01 15:16:11,web-2,system,info,connection_established,deploy,192.168.198.1,Connection established from 192.168.198.1 to web-2,0
2025-01-01 15:22:47,web-1,app,info,file_access,bob,192.168.206.170,File accessed by bob on web-1,0
2025-01-01 15:26:12,db-1,system,info,file_access,bob,192.168.75.218,File accessed by bob on db-1,0
2025-01-01 15:26:52,worker-2,app,info,login_success,alice,192.168.253.95,Accepted password for alice from 192.168.253.95,0
2025-01-01 15:32:41,web-1,ssh,info,login_success,postgres,192.168.17.79,Accepted password for postgres from 192.168.17.79,0
2025-01-01 15:33:45,web-1,system,info,login_success,service,192.168.48.74,Accepted password for service from 192.168.48.74,0
2025-01-01 15:34:49,worker-1,app,info,service_restart,alice,192.168.34.206,Service restarted on worker-1 by alice,0
2025-01-01 15:34:52,cache-1,system,info,connection_established,alice,192.168.124.102,Connection established from 192.168.124.102 to cache-1,0
2025-01-01 15:34:55,db-1,app,info,file_access,,192.168.225.244,File accessed by unknown on db-1,0
2025-01-01 15:36:34,db-2,system,info,file_access,alice,192.168.194.96,File accessed by alice on db-2,0
2025-01-01 15:36:57,api-1,app,info,service_restart,service,192.168.145.88,Service restarted on api-1 by service,0
2025-01-01 15:42:03,worker-2,ssh,info,login_success,john,192.168.221.113,Accepted password for john from 192.168.221.113,0
2025-01-01 15:42:46,worker-1,app,info,file_access,john,192.168.235.26,File accessed by john on worker-1,0
2025-01-01 15:44:30,web-2,firewall,info,connection_established,deploy,192.168.157.113,Connection established from 192.168.157.113 to web-2,0
2025-01-01 15:47:13,web-2,app,info,login_success,john,192.168.3.200,Accepted password for john from 192.168.3.200,0
2025-01-01 15:49:36,web-1,app,info,connection_established,deploy,192.168.4.13,Connection established from 192.168.4.13 to web-1,0
2025-01-01 15:51:05,web-2,app,info,login_success,deploy,192.168.14.247,Accepted password for deploy from 192.168.14.247,0
2025-01-01 15:55:44,db-2,system,info,file_access,service,192.168.98.171,File accessed by service on db-2,0
2025-01-01 15:59:55,api-1,system,info,connection_established,alice,192.168.167.28,Connection established from 192.168.167.28 to api-1,0
2025-01-01 16:03:25,web-2,app,info,file_access,bob,192.168.214.38,File accessed by bob on web-2,0
2025-01-01 16:04:59,cache-1,system,info,file_access,alice,192.168.31.235,File accessed by alice on cache-1,0
2025-01-01 16:05:18,db-2,ssh,info,login_success,admin,192.168.164.32,Accepted password for admin from 192.168.164.32,0
2025-01-01 16:08:47,web-2,system,info,connection_established,john,192.168.170.230,Connection established from 192.168.170.230 to web-2,0
2025-01-01 16:14:57,web-2,system,info,login_success,postgres,192.168.167.247,Accepted password for postgres from 192.168.167.247,0
2025-01-01 16:25:51,db-2,system,info,file_access,bob,192.168.247.24,File accessed by bob on db-2,0
2025-01-01 16:28:28,api-1,system,info,file_access,root,192.168.195.90,File accessed by root on api-1,0
2025-01-01 16:34:26,db-2,ssh,info,login_success,john,192.168.38.180,Accepted password for john from 192.168.38.180,0
2025-01-01 16:36:20,worker-1,system,info,service_restart,postgres,192.168.13.219,Service restarted on worker-1 by postgres,0
2025-01-01 16:37:17,db-2,system,info,file_access,service,192.168.53.134,File accessed by service on db-2,0
2025-01-01 16:38:12,cache-1,system,info,config_change,postgres,192.168.135.26,Config modified by postgres on cache-1,0
2025-01-01 16:38:22,worker-1,system,info,connection_established,postgres,192.168.245.100,Connection established from 192.168.245.100 to worker-1,0
2025-01-01 16:39:55,db-1,system,info,file_access,alice,192.168.99.54,File accessed by alice on db-1,0
2025-01-01 16:41:12,web-1,firewall,info,connection_established,john,192.168.204.89,Connection established from 192.168.204.89 to web-1,0
2025-01-01 16:41:38,db-1,app,info,connection_established,admin,192.168.183.17,Connection established from 192.168.183.17 to db-1,0
2025-01-01 16:42:46,db-2,app,info,file_access,deploy,192.168.194.97,File accessed by deploy on db-2,0
2025-01-01 16:43:23,web-2,system,info,file_access,deploy,192.168.201.168,File accessed by deploy on web-2,0
2025-01-01 16:48:13,worker-1,app,info,login_success,john,192.168.69.139,Accepted password for john from 192.168.69.139,0
2025-01-01 16:53:25,db-2,app,info,file_access,service,192.168.25.76,File accessed by service on db-2,0
2025-01-01 16:56:56,worker-2,system,info,service_restart,john,192.168.183.172,Service restarted on worker-2 by john,0
2025-01-01 16:59:17,db-1,app,info,service_restart,john,192.168.191.104,Service restarted on db-1 by john,0
2025-01-01 17:01:11,worker-2,app,info,login_success,deploy,192.168.224.186,Accepted password for deploy from 192.168.224.186,0
2025-01-01 17:04:32,web-1,app,info,connection_established,john,192.168.254.188,Connection established from 192.168.254.188 to web-1,0
2025-01-01 17:16:37,web-1,system,info,file_access,alice,192.168.132.74,File accessed by alice on web-1,0
